latitude,longitude,distance(km),direction angle(degrees)
56.632387,-130.905260,100.000000,0.000000
56.524600,-130.113725,100.759443,45.000000
55.733065,-129.303658,100.271239,90.000000
54.949367,-130.121562,100.247562,135.000000
54.824750,-130.905260,101.000000,180.000000
54.949367,-131.688958,100.247562,225.000000
55.733065,-132.506862,100.271239,270.000000
56.524600,-131.696795,100.759443,315.000000
